order_id,order_item_id,product_id,seller_id,price,freight_value
order_000516,3,prod_00204,seller_082,445.75,8.67
order_000516,4,prod_00189,seller_100,495.09,8.34
order_000516,5,prod_00151,seller_050,421.34,23.34
order_000517,1,prod_00487,seller_010,267.13,38.01
order_000517,2,prod_00415,seller_097,250.2,20.16
order_000517,3,prod_00294,seller_095,252.61,44.61
order_000517,4,prod_00399,seller_076,318.31,42.45
order_000517,5,prod_00475,seller_026,334.77,23.88
order_000518,1,prod_00411,seller_084,338.18,38.62
order_000518,2,prod_00240,seller_078,379.8,7.14
order_000518,3,prod_00466,seller_038,183.48,43.7
order_000518,4,prod_00164,seller_056,348.03,14.11
order_000519,1,prod_00240,seller_065,12.16,21.78
order_000519,2,prod_00429,seller_022,264.21,38.54
order_000519,3,prod_00121,seller_059,384.0,20.51
order_000519,4,prod_00494,seller_061,70.24,15.17
order_000519,5,prod_00197,seller_074,191.19,38.17
order_000520,1,prod_00471,seller_001,440.07,29.38
order_000520,2,prod_00072,seller_011,223.22,41.46
order_000521,1,prod_00471,seller_001,391.23,10.84
order_000522,1,prod_00213,seller_057,282.88,10.92
order_000522,2,prod_00447,seller_080,379.85,18.84
order_000522,3,prod_00232,seller_100,328.25,20.91
order_000522,4,prod_00134,seller_009,373.15,11.01
order_000523,1,prod_00248,seller_004,220.05,28.2
order_000523,2,prod_00485,seller_076,342.75,22.79
order_000523,3,prod_00354,seller_039,171.22,21.83
order_000524,1,prod_00395,seller_079,59.55,5.18
order_000524,2,prod_00188,seller_044,153.68,40.45
order_000524,3,prod_00141,seller_051,386.55,5.57
order_000524,4,prod_00250,seller_051,256.47,30.69
order_000525,1,prod_00258,seller_074,437.65,36.29
order_000525,2,prod_00394,seller_095,441.9,14.39
order_000526,1,prod_00328,seller_057,119.27,22.16
order_000526,2,prod_00175,seller_017,20.9,25.41
order_000526,3,prod_00261,seller_053,134.2,7.45
order_000527,1,prod_00066,seller_084,229.83,13.72
order_000527,2,prod_00235,seller_048,114.09,23.95
order_000527,3,prod_00227,seller_061,485.62,46.85
order_000528,1,prod_00039,seller_044,264.96,32.82
order_000529,1,prod_00158,seller_033,470.69,17.8
order_000529,2,prod_00346,seller_090,290.2,9.26
order_000530,1,prod_00163,seller_057,456.06,7.2
order_000531,1,prod_00438,seller_088,180.12,18.26
order_000531,2,prod_00177,seller_052,134.22,31.24
order_000531,3,prod_00368,seller_030,222.74,13.89
order_000532,1,prod_00039,seller_003,270.66,46.68
order_000532,2,prod_00308,seller_059,417.4,18.95
order_000532,3,prod_00093,seller_079,51.46,35.74
order_000533,1,prod_00008,seller_058,157.6,19.99
order_000533,2,prod_00181,seller_030,166.76,29.2
order_000533,3,prod_00447,seller_035,340.85,28.88
order_000533,4,prod_00424,seller_014,116.66,44.08
order_000534,1,prod_00152,seller_076,70.95,26.12
order_000534,2,prod_00150,seller_098,285.67,19.96
order_000534,3,prod_00221,seller_076,476.16,24.57
order_000534,4,prod_00493,seller_029,392.25,9.37
order_000535,1,prod_00302,seller_094,277.11,14.72
order_000535,2,prod_00128,seller_061,148.09,48.21
order_000535,3,prod_00025,seller_094,70.88,14.29
order_000535,4,prod_00043,seller_072,273.51,24.36
order_000535,5,prod_00472,seller_084,159.33,34.96
order_000536,1,prod_00356,seller_046,78.46,35.27
order_000537,1,prod_00359,seller_004,240.29,13.93
order_000537,2,prod_00478,seller_045,252.54,27.33
order_000537,3,prod_00376,seller_064,376.41,12.46
order_000537,4,prod_00212,seller_097,340.65,38.52
order_000538,1,prod_00095,seller_048,33.88,34.21
order_000538,2,prod_00368,seller_024,332.5,44.46
order_000539,1,prod_00330,seller_098,158.73,25.73
order_000539,2,prod_00241,seller_019,222.88,39.32
order_000540,1,prod_00414,seller_062,210.33,38.14
order_000541,1,prod_00022,seller_085,306.24,36.87
order_000541,2,prod_00472,seller_060,325.05,10.3
order_000541,3,prod_00088,seller_046,489.72,11.18
order_000542,1,prod_00262,seller_016,162.17,31.48
order_000542,2,prod_00283,seller_074,124.28,35.66
order_000542,3,prod_00029,seller_046,324.45,44.95
order_000543,1,prod_00336,seller_062,30.26,19.46
order_000543,2,prod_00131,seller_057,318.55,41.51
order_000544,1,prod_00446,seller_020,199.21,29.85
order_000544,2,prod_00219,seller_041,346.18,34.36
order_000544,3,prod_00305,seller_068,138.73,38.74
order_000545,1,prod_00423,seller_030,259.72,36.11
order_000546,1,prod_00280,seller_015,384.46,31.57
order_000546,2,prod_00473,seller_027,80.58,39.83
order_000546,3,prod_00386,seller_075,119.42,49.95
order_000546,4,prod_00186,seller_009,212.9,22.05
order_000547,1,prod_00173,seller_059,394.56,34.56
order_000548,1,prod_00312,seller_058,21.83,29.0
order_000548,2,prod_00473,seller_099,68.15,38.95
order_000549,1,prod_00472,seller_008,373.51,32.58
order_000549,2,prod_00365,seller_003,138.25,39.27
order_000549,3,prod_00022,seller_047,414.01,41.1
order_000549,4,prod_00341,seller_036,144.69,39.49
order_000550,1,prod_00421,seller_090,260.64,8.57
order_000550,2,prod_00266,seller_042,92.85,20.83
order_000551,1,prod_00191,seller_084,408.74,18.41
order_000551,2,prod_00215,seller_047,76.74,47.73
order_000552,1,prod_00256,seller_098,152.13,43.46
order_000553,1,prod_00173,seller_085,149.75,28.94
order_000554,1,prod_00035,seller_100,309.88,30.52
order_000554,2,prod_00484,seller_059,440.18,13.67
order_000554,3,prod_00185,seller_012,202.27,6.62
order_000555,1,prod_00266,seller_025,98.24,27.36
order_000556,1,prod_00366,seller_030,360.43,16.78
order_000556,2,prod_00180,seller_028,270.9,30.77
order_000557,1,prod_00119,seller_069,192.17,7.42
order_000557,2,prod_00054,seller_089,243.89,44.36
order_000557,3,prod_00219,seller_050,443.36,33.57
order_000557,4,prod_00021,seller_078,459.7,42.12
order_000557,5,prod_00042,seller_087,205.09,44.36
order_000558,1,prod_00385,seller_091,492.43,12.79
order_000559,1,prod_00251,seller_013,388.48,38.62
order_000559,2,prod_00364,seller_089,286.4,32.07
order_000560,1,prod_00186,seller_059,76.75,9.57
order_000561,1,prod_00401,seller_015,84.79,28.19
order_000561,2,prod_00255,seller_009,216.82,42.67
order_000561,3,prod_00097,seller_088,261.59,31.03
order_000561,4,prod_00205,seller_039,69.35,35.82
order_000561,5,prod_00176,seller_059,254.17,39.61
order_000562,1,prod_00233,seller_031,223.18,44.52
order_000562,2,prod_00161,seller_021,411.39,42.48
order_000562,3,prod_00073,seller_006,418.81,10.74
order_000562,4,prod_00379,seller_079,308.36,45.44
order_000562,5,prod_00005,seller_059,25.9,24.95
order_000563,1,prod_00485,seller_001,290.28,14.3
order_000563,2,prod_00496,seller_070,28.1,37.62
order_000564,1,prod_00259,seller_062,263.27,20.89
order_000564,2,prod_00051,seller_004,355.12,13.69
order_000565,1,prod_00087,seller_057,315.98,43.43
order_000565,2,prod_00442,seller_095,151.87,25.15
order_000565,3,prod_00008,seller_095,429.22,30.27
order_000566,1,prod_00119,seller_045,30.65,30.0
order_000566,2,prod_00262,seller_081,205.81,49.37
order_000566,3,prod_00418,seller_056,411.87,32.34
order_000566,4,prod_00207,seller_033,197.12,36.7
order_000566,5,prod_00163,seller_004,360.88,17.28
order_000567,1,prod_00361,seller_010,294.3,46.59
order_000567,2,prod_00498,seller_083,111.66,30.41
order_000568,1,prod_00139,seller_011,495.99,8.25
order_000569,1,prod_00490,seller_026,412.05,15.54
order_000569,2,prod_00224,seller_046,33.52,35.93
order_000569,3,prod_00047,seller_068,239.43,38.1
order_000569,4,prod_00281,seller_066,460.18,40.64
order_000570,1,prod_00035,seller_022,14.48,8.71
order_000571,1,prod_00410,seller_040,419.69,35.31
order_000572,1,prod_00497,seller_032,40.38,23.09
order_000573,1,prod_00301,seller_022,165.65,25.7
order_000573,2,prod_00055,seller_053,301.92,30.65
order_000574,1,prod_00405,seller_043,360.35,46.49
order_000574,2,prod_00139,seller_063,487.47,42.81
order_000575,1,prod_00088,seller_070,52.42,18.5
order_000575,2,prod_00096,seller_029,195.32,34.52
order_000576,1,prod_00332,seller_086,158.28,23.29
order_000576,2,prod_00062,seller_034,198.66,36.13
order_000576,3,prod_00246,seller_086,276.96,19.77
order_000576,4,prod_00498,seller_034,313.03,25.86
order_000577,1,prod_00350,seller_060,433.27,7.5
order_000577,2,prod_00233,seller_096,305.63,13.61
order_000578,1,prod_00342,seller_038,242.23,21.53
order_000578,2,prod_00053,seller_068,405.07,10.5
order_000578,3,prod_00118,seller_024,351.1,44.17
order_000578,4,prod_00278,seller_045,101.92,35.02
order_000579,1,prod_00026,seller_086,486.32,39.87
order_000579,2,prod_00367,seller_019,39.54,38.76
order_000580,1,prod_00285,seller_085,302.01,8.57
order_000580,2,prod_00232,seller_070,254.34,39.85
order_000580,3,prod_00016,seller_097,310.88,47.29
order_000580,4,prod_00207,seller_031,457.35,40.08
order_000580,5,prod_00257,seller_099,249.36,40.54
order_000581,1,prod_00166,seller_033,345.61,16.13
order_000581,2,prod_00194,seller_043,388.91,42.05
order_000581,3,prod_00230,seller_042,111.14,22.65
order_000581,4,prod_00093,seller_014,406.22,10.2
order_000581,5,prod_00107,seller_006,68.37,9.53
order_000582,1,prod_00444,seller_041,463.43,6.1
order_000582,2,prod_00247,seller_076,192.15,48.47
order_000583,1,prod_00198,seller_099,450.31,5.59
order_000583,2,prod_00222,seller_023,210.69,10.47
order_000583,3,prod_00080,seller_004,63.43,19.65
order_000583,4,prod_00052,seller_064,498.25,21.25
order_000584,1,prod_00076,seller_051,417.72,43.44
order_000584,2,prod_00257,seller_073,254.15,8.05
order_000584,3,prod_00288,seller_052,51.61,11.49
order_000585,1,prod_00415,seller_036,83.89,8.98
order_000585,2,prod_00383,seller_014,370.4,38.1
order_000585,3,prod_00005,seller_017,173.76,12.43
order_000586,1,prod_00066,seller_009,172.37,47.57
order_000586,2,prod_00100,seller_036,454.34,15.66
order_000587,1,prod_00069,seller_083,146.65,6.69
order_000587,2,prod_00233,seller_009,480.98,22.59
order_000588,1,prod_00386,seller_013,277.29,30.94
order_000588,2,prod_00206,seller_041,22.61,12.63
order_000588,3,prod_00188,seller_060,293.98,24.83
order_000588,4,prod_00430,seller_070,191.03,47.48
order_000588,5,prod_00025,seller_028,289.96,39.76
order_000589,1,prod_00079,seller_011,31.39,18.11
order_000589,2,prod_00091,seller_090,159.43,26.17
order_000589,3,prod_00005,seller_047,199.7,6.96
order_000590,1,prod_00100,seller_048,277.77,23.27
order_000590,2,prod_00101,seller_061,285.89,31.74
order_000590,3,prod_00457,seller_091,123.05,14.28
order_000591,1,prod_00149,seller_065,316.74,43.95
order_000591,2,prod_00369,seller_016,484.96,44.52
order_000591,3,prod_00447,seller_021,133.33,13.21
order_000591,4,prod_00405,seller_004,363.19,12.05
order_000591,5,prod_00078,seller_072,98.24,38.93
order_000592,1,prod_00027,seller_073,87.4,19.91
order_000593,1,prod_00092,seller_086,168.55,42.56
order_000593,2,prod_00488,seller_079,455.41,21.1
order_000593,3,prod_00005,seller_042,368.8,33.27
order_000593,4,prod_00275,seller_011,29.23,21.18
order_000594,1,prod_00147,seller_086,398.92,37.23
order_000594,2,prod_00348,seller_002,221.17,12.7
order_000594,3,prod_00491,seller_038,78.1,26.54
order_000594,4,prod_00260,seller_034,177.68,25.43
order_000594,5,prod_00131,seller_084,248.92,23.64
order_000595,1,prod_00137,seller_013,83.75,22.92
order_000595,2,prod_00253,seller_086,302.82,7.24
order_000595,3,prod_00172,seller_090,377.23,16.15
order_000595,4,prod_00289,seller_015,380.4,33.0
order_000596,1,prod_00376,seller_038,82.15,38.91
order_000597,1,prod_00302,seller_085,122.08,20.88
order_000597,2,prod_00415,seller_090,468.61,6.94
order_000597,3,prod_00487,seller_008,153.63,11.72
order_000597,4,prod_00005,seller_060,497.03,37.6
order_000597,5,prod_00014,seller_016,271.1,6.95
order_000598,1,prod_00100,seller_021,140.41,41.34
order_000598,2,prod_00052,seller_072,378.19,42.26
order_000598,3,prod_00475,seller_036,99.4,44.37
order_000598,4,prod_00257,seller_096,40.07,26.73
order_000598,5,prod_00407,seller_002,393.9,15.46
order_000599,1,prod_00377,seller_030,376.69,21.12
order_000599,2,prod_00043,seller_090,207.07,30.58
order_000599,3,prod_00453,seller_002,326.32,24.64
order_000600,1,prod_00294,seller_028,86.27,49.58
order_000600,2,prod_00192,seller_084,127.95,18.62
order_000600,3,prod_00108,seller_085,493.87,19.84
order_000600,4,prod_00303,seller_069,393.93,9.97
order_000600,5,prod_00087,seller_080,222.24,32.88
order_000601,1,prod_00427,seller_020,284.55,14.32
order_000601,2,prod_00334,seller_052,173.45,42.49
order_000601,3,prod_00376,seller_011,145.56,35.75
order_000601,4,prod_00190,seller_031,377.43,41.3
order_000602,1,prod_00474,seller_033,380.65,13.45
order_000602,2,prod_00418,seller_019,387.18,8.55
order_000602,3,prod_00361,seller_073,444.59,44.61
order_000602,4,prod_00250,seller_087,123.18,36.94
order_000602,5,prod_00170,seller_070,380.01,15.03
order_000603,1,prod_00436,seller_025,151.17,42.87
order_000604,1,prod_00141,seller_087,379.49,15.89
order_000604,2,prod_00307,seller_092,306.25,46.29
order_000604,3,prod_00401,seller_045,176.67,45.47
order_000605,1,prod_00213,seller_051,115.01,22.75
order_000605,2,prod_00463,seller_034,12.59,29.01
order_000605,3,prod_00484,seller_033,436.01,17.35
order_000605,4,prod_00496,seller_033,171.37,36.85
order_000605,5,prod_00424,seller_064,276.15,42.55
order_000606,1,prod_00477,seller_020,154.7,39.08
order_000606,2,prod_00489,seller_004,292.32,25.52
order_000606,3,prod_00135,seller_021,92.0,27.08
order_000607,1,prod_00049,seller_024,273.3,36.25
order_000607,2,prod_00245,seller_003,264.31,7.89
order_000607,3,prod_00145,seller_016,58.99,20.75
order_000607,4,prod_00112,seller_017,326.21,46.79
order_000608,1,prod_00203,seller_093,491.57,21.28
order_000609,1,prod_00195,seller_098,226.66,35.32
order_000609,2,prod_00082,seller_044,162.28,32.88
order_000609,3,prod_00364,seller_052,472.35,21.89
order_000609,4,prod_00423,seller_020,451.08,17.31
order_000610,1,prod_00466,seller_044,280.57,8.57
order_000611,1,prod_00120,seller_024,113.67,45.62
order_000611,2,prod_00484,seller_075,375.31,37.55
order_000612,1,prod_00392,seller_042,304.56,49.16
order_000612,2,prod_00183,seller_076,264.23,41.23
order_000612,3,prod_00076,seller_063,297.1,42.08
order_000613,1,prod_00029,seller_096,365.01,17.41
order_000613,2,prod_00145,seller_087,305.12,5.19
order_000613,3,prod_00104,seller_053,186.32,13.58
order_000613,4,prod_00463,seller_019,354.23,7.98
order_000614,1,prod_00480,seller_054,366.74,38.4
order_000614,2,prod_00005,seller_054,200.76,9.41
order_000614,3,prod_00134,seller_040,482.9,42.25
order_000615,1,prod_00191,seller_057,50.19,36.98
order_000615,2,prod_00339,seller_059,207.5,44.99
order_000615,3,prod_00437,seller_072,400.13,32.54
order_000615,4,prod_00463,seller_090,142.07,16.94
order_000615,5,prod_00111,seller_089,156.92,45.55
order_000616,1,prod_00347,seller_034,114.32,17.77
order_000617,1,prod_00404,seller_082,158.62,14.06
order_000617,2,prod_00261,seller_032,233.18,10.03
order_000618,1,prod_00201,seller_078,101.65,6.73
order_000618,2,prod_00165,seller_073,23.82,8.19
order_000618,3,prod_00204,seller_027,361.78,14.86
order_000618,4,prod_00032,seller_007,121.78,9.29
order_000618,5,prod_00353,seller_073,315.18,11.64
order_000619,1,prod_00083,seller_007,85.08,46.19
order_000619,2,prod_00431,seller_004,172.72,15.48
order_000619,3,prod_00113,seller_005,72.34,5.73
order_000620,1,prod_00115,seller_042,187.97,22.2
order_000620,2,prod_00375,seller_096,58.62,40.48
order_000620,3,prod_00176,seller_060,67.36,46.53
order_000620,4,prod_00280,seller_023,137.28,29.65
order_000621,1,prod_00016,seller_007,23.09,44.13
order_000621,2,prod_00349,seller_002,134.81,9.4
order_000621,3,prod_00334,seller_076,113.08,27.1
order_000621,4,prod_00326,seller_036,371.12,14.69
order_000622,1,prod_00340,seller_079,210.63,47.18
order_000623,1,prod_00040,seller_010,411.85,45.46
order_000624,1,prod_00245,seller_014,338.82,28.33
order_000624,2,prod_00465,seller_071,17.25,31.64
order_000625,1,prod_00081,seller_051,128.27,29.91
order_000625,2,prod_00138,seller_002,216.2,34.91
order_000625,3,prod_00186,seller_085,442.61,42.37
order_000626,1,prod_00345,seller_087,462.12,34.21
order_000626,2,prod_00016,seller_062,266.85,18.18
order_000626,3,prod_00322,seller_078,327.62,33.21
order_000626,4,prod_00064,seller_073,16.97,31.52
order_000626,5,prod_00381,seller_030,279.81,35.21
order_000627,1,prod_00288,seller_037,86.44,10.2
order_000627,2,prod_00008,seller_065,77.54,19.62
order_000627,3,prod_00232,seller_032,92.88,43.03
order_000628,1,prod_00055,seller_028,31.02,37.72
order_000628,2,prod_00255,seller_054,25.31,28.98
order_000628,3,prod_00384,seller_094,45.94,24.83
order_000629,1,prod_00320,seller_003,438.37,13.76
order_000630,1,prod_00084,seller_020,69.19,39.0
order_000630,2,prod_00489,seller_041,332.59,30.15
order_000630,3,prod_00243,seller_084,275.52,6.7
order_000630,4,prod_00327,seller_047,379.33,44.95
order_000631,1,prod_00272,seller_026,152.16,41.24
order_000631,2,prod_00407,seller_093,227.67,11.48
order_000632,1,prod_00332,seller_099,102.51,7.15
order_000632,2,prod_00166,seller_035,400.35,29.39
order_000633,1,prod_00391,seller_030,237.47,11.09
order_000634,1,prod_00304,seller_035,289.73,21.53
order_000634,2,prod_00263,seller_003,102.84,30.0
order_000635,1,prod_00212,seller_076,216.21,28.0
order_000635,2,prod_00472,seller_032,355.23,10.66
order_000635,3,prod_00486,seller_085,143.81,30.5
order_000635,4,prod_00391,seller_021,464.62,40.14
order_000636,1,prod_00262,seller_094,429.13,45.92
order_000636,2,prod_00237,seller_034,227.5,48.99
order_000636,3,prod_00406,seller_099,80.78,25.25
order_000637,1,prod_00045,seller_014,410.02,49.78
order_000637,2,prod_00362,seller_099,318.91,35.98
order_000638,1,prod_00237,seller_062,382.53,9.74
order_000638,2,prod_00244,seller_045,400.38,26.72
order_000638,3,prod_00059,seller_034,72.16,38.64
order_000638,4,prod_00335,seller_022,257.85,42.1
order_000638,5,prod_00221,seller_086,448.14,37.01
order_000639,1,prod_00212,seller_036,482.71,34.71
order_000639,2,prod_00096,seller_084,195.8,22.78
order_000639,3,prod_00145,seller_060,387.29,7.29
order_000639,4,prod_00003,seller_010,166.31,38.15
order_000639,5,prod_00023,seller_021,333.02,26.42
order_000640,1,prod_00228,seller_088,14.58,14.41
order_000640,2,prod_00055,seller_046,328.1,17.47
order_000640,3,prod_00014,seller_092,52.62,32.73
order_000640,4,prod_00182,seller_033,349.74,32.19
order_000641,1,prod_00068,seller_033,483.08,34.1
order_000642,1,prod_00354,seller_027,342.24,47.18
order_000643,1,prod_00131,seller_088,179.05,36.54
order_000643,2,prod_00329,seller_087,419.86,35.58
order_000643,3,prod_00096,seller_089,96.73,19.14
order_000643,4,prod_00098,seller_074,153.25,41.17
order_000643,5,prod_00370,seller_005,13.87,19.61
order_000644,1,prod_00171,seller_091,42.95,45.91
order_000644,2,prod_00451,seller_029,97.32,17.22
order_000644,3,prod_00388,seller_070,38.69,46.55
order_000644,4,prod_00355,seller_015,449.26,41.64
order_000645,1,prod_00431,seller_043,459.55,48.81
order_000646,1,prod_00442,seller_066,267.41,24.67
order_000647,1,prod_00105,seller_049,395.64,16.55
order_000647,2,prod_00073,seller_014,258.33,43.5
order_000648,1,prod_00361,seller_046,187.27,14.8
order_000648,2,prod_00167,seller_063,429.22,34.35
order_000648,3,prod_00112,seller_067,139.2,28.12
order_000649,1,prod_00048,seller_031,341.85,14.75
order_000649,2,prod_00379,seller_099,127.04,10.31
order_000649,3,prod_00224,seller_024,147.89,47.28
order_000649,4,prod_00210,seller_086,203.06,12.72
order_000650,1,prod_00470,seller_037,222.34,22.37
order_000651,1,prod_00282,seller_025,253.71,12.92
order_000651,2,prod_00003,seller_061,296.36,21.22
order_000651,3,prod_00311,seller_036,458.65,41.61
order_000651,4,prod_00270,seller_022,492.42,43.12
order_000651,5,prod_00479,seller_001,468.06,15.15
order_000652,1,prod_00284,seller_054,391.28,39.14
order_000652,2,prod_00308,seller_054,143.27,36.87
order_000653,1,prod_00202,seller_018,484.42,15.0
order_000654,1,prod_00174,seller_032,202.16,45.88
order_000654,2,prod_00195,seller_015,300.84,21.56
order_000654,3,prod_00463,seller_063,218.28,44.03
order_000655,1,prod_00437,seller_074,416.27,28.2
order_000655,2,prod_00278,seller_093,41.89,46.15
order_000655,3,prod_00126,seller_037,464.61,42.56
order_000655,4,prod_00497,seller_076,246.05,5.14
order_000655,5,prod_00317,seller_047,437.37,19.91
order_000656,1,prod_00017,seller_095,20.24,11.57
order_000656,2,prod_00082,seller_033,207.0,9.48
order_000656,3,prod_00044,seller_032,465.85,26.2
order_000656,4,prod_00254,seller_021,103.45,36.86
order_000657,1,prod_00283,seller_011,102.68,23.74
order_000657,2,prod_00281,seller_024,239.64,43.17
order_000657,3,prod_00451,seller_085,95.0,33.87
order_000657,4,prod_00267,seller_070,191.86,48.6
order_000658,1,prod_00132,seller_018,178.0,25.84
order_000658,2,prod_00426,seller_090,232.28,39.22
order_000659,1,prod_00083,seller_026,84.42,46.86
order_000659,2,prod_00161,seller_097,169.64,32.51
order_000659,3,prod_00042,seller_058,214.38,37.7
order_000659,4,prod_00387,seller_077,309.15,15.08
order_000659,5,prod_00017,seller_049,46.42,20.89
order_000660,1,prod_00452,seller_075,142.59,32.57
order_000660,2,prod_00228,seller_099,238.44,19.24
order_000660,3,prod_00082,seller_086,181.44,14.24
order_000661,1,prod_00100,seller_015,495.74,21.57
order_000662,1,prod_00307,seller_024,48.5,32.63
order_000662,2,prod_00440,seller_090,50.08,34.95
order_000663,1,prod_00482,seller_095,350.13,35.02
order_000663,2,prod_00356,seller_003,140.52,8.76
order_000663,3,prod_00074,seller_088,434.4,19.11
order_000664,1,prod_00490,seller_032,464.81,34.73
order_000664,2,prod_00404,seller_074,182.08,41.46
order_000664,3,prod_00224,seller_046,449.31,21.56
order_000665,1,prod_00457,seller_092,286.08,16.57
order_000665,2,prod_00269,seller_098,228.93,18.79
order_000665,3,prod_00425,seller_080,193.15,37.39
order_000665,4,prod_00161,seller_094,334.09,23.39
order_000666,1,prod_00065,seller_007,294.98,13.64
order_000667,1,prod_00254,seller_055,365.31,29.01
order_000667,2,prod_00014,seller_095,158.72,15.64
order_000667,3,prod_00164,seller_023,485.32,6.29
order_000667,4,prod_00044,seller_069,159.81,6.53
order_000667,5,prod_00033,seller_074,231.27,37.44
order_000668,1,prod_00221,seller_026,452.92,24.82
order_000669,1,prod_00359,seller_055,363.35,45.09
order_000670,1,prod_00193,seller_092,183.56,35.34
order_000670,2,prod_00182,seller_073,396.25,44.96
order_000670,3,prod_00442,seller_042,467.83,12.7
order_000671,1,prod_00033,seller_019,356.08,37.01
order_000671,2,prod_00290,seller_091,475.69,23.98
order_000672,1,prod_00207,seller_075,468.33,26.57
order_000672,2,prod_00442,seller_030,430.14,16.97
order_000672,3,prod_00225,seller_091,461.19,23.38
order_000673,1,prod_00098,seller_057,434.23,29.15
order_000673,2,prod_00330,seller_087,266.72,32.88
order_000673,3,prod_00414,seller_093,407.25,5.51
order_000673,4,prod_00124,seller_002,388.63,49.91
order_000674,1,prod_00407,seller_020,450.01,30.3
order_000674,2,prod_00471,seller_037,336.38,9.19
order_000674,3,prod_00130,seller_083,395.37,40.07
order_000675,1,prod_00258,seller_050,315.55,34.99
order_000675,2,prod_00297,seller_069,15.42,12.74
order_000675,3,prod_00135,seller_057,160.37,9.35
order_000675,4,prod_00052,seller_024,191.68,47.24
order_000676,1,prod_00136,seller_086,458.06,15.71
order_000676,2,prod_00173,seller_034,305.54,16.22
order_000676,3,prod_00375,seller_024,269.59,11.52
order_000677,1,prod_00405,seller_003,168.4,10.18
order_000677,2,prod_00026,seller_004,41.46,46.24
order_000677,3,prod_00241,seller_066,481.04,27.02
order_000677,4,prod_00294,seller_021,486.81,41.65
order_000677,5,prod_00212,seller_066,326.48,34.97
order_000678,1,prod_00248,seller_041,246.48,12.56
order_000679,1,prod_00381,seller_064,84.62,44.48
order_000679,2,prod_00372,seller_025,217.8,37.65
order_000679,3,prod_00494,seller_011,325.15,7.68
order_000679,4,prod_00388,seller_040,488.35,16.02
order_000680,1,prod_00487,seller_058,10.95,26.79
order_000680,2,prod_00250,seller_064,337.81,37.13
order_000680,3,prod_00160,seller_003,187.68,43.82
order_000680,4,prod_00055,seller_039,249.23,10.05
order_000680,5,prod_00473,seller_033,105.32,45.75
order_000681,1,prod_00098,seller_027,17.77,29.02
order_000681,2,prod_00109,seller_085,388.22,38.15
order_000682,1,prod_00220,seller_035,136.78,46.19
order_000682,2,prod_00230,seller_089,491.4,29.09
order_000683,1,prod_00025,seller_078,65.8,33.0
order_000683,2,prod_00292,seller_045,343.31,12.72
order_000683,3,prod_00384,seller_081,410.28,49.49
order_000683,4,prod_00231,seller_061,348.1,28.07
order_000683,5,prod_00124,seller_041,216.46,38.17
order_000684,1,prod_00234,seller_097,137.5,35.96
order_000684,2,prod_00217,seller_046,178.22,44.46
order_000684,3,prod_00325,seller_095,216.87,29.02
order_000685,1,prod_00006,seller_015,272.02,8.03
order_000685,2,prod_00137,seller_008,60.08,16.42
order_000685,3,prod_00084,seller_090,96.34,29.72
order_000686,1,prod_00500,seller_061,176.51,11.28
order_000687,1,prod_00155,seller_100,437.15,26.07
order_000687,2,prod_00097,seller_087,342.95,24.63
order_000687,3,prod_00091,seller_087,52.67,17.9
order_000688,1,prod_00352,seller_012,437.73,44.19
order_000689,1,prod_00436,seller_017,186.75,35.03
order_000690,1,prod_00459,seller_034,129.35,29.61
order_000691,1,prod_00400,seller_030,350.24,27.1
order_000691,2,prod_00059,seller_007,264.2,14.88
order_000691,3,prod_00141,seller_004,262.94,26.6
order_000691,4,prod_00189,seller_042,208.01,48.98
order_000692,1,prod_00141,seller_004,490.16,34.64
order_000693,1,prod_00233,seller_044,455.77,20.51
order_000694,1,prod_00071,seller_007,240.35,36.44
order_000694,2,prod_00252,seller_038,443.71,30.35
order_000694,3,prod_00487,seller_047,121.72,36.36
order_000694,4,prod_00192,seller_097,380.69,34.1
order_000695,1,prod_00038,seller_063,364.74,47.39
order_000696,1,prod_00055,seller_038,120.01,18.13
order_000696,2,prod_00304,seller_006,428.3,6.15
order_000696,3,prod_00398,seller_076,231.42,47.41
order_000697,1,prod_00499,seller_098,272.44,43.23
order_000697,2,prod_00037,seller_019,370.73,13.94
order_000697,3,prod_00222,seller_086,107.37,20.1
order_000698,1,prod_00205,seller_100,319.71,40.65
order_000699,1,prod_00163,seller_054,397.77,42.92
order_000699,2,prod_00143,seller_017,450.91,33.14
order_000699,3,prod_00466,seller_002,147.68,39.96
order_000699,4,prod_00073,seller_090,233.48,38.3
order_000699,5,prod_00204,seller_061,223.37,5.42
order_000700,1,prod_00353,seller_073,18.86,41.38
order_000700,2,prod_00021,seller_081,337.01,25.97
order_000700,3,prod_00433,seller_019,184.66,47.35
order_000701,1,prod_00205,seller_094,276.5,31.15
order_000701,2,prod_00438,seller_031,344.25,39.83
order_000701,3,prod_00367,seller_066,230.02,37.6
order_000701,4,prod_00333,seller_029,359.05,49.48
order_000702,1,prod_00206,seller_019,362.62,27.84
order_000703,1,prod_00311,seller_005,140.01,6.53
order_000703,2,prod_00013,seller_095,425.2,38.95
order_000704,1,prod_00311,seller_050,364.69,8.28
order_000704,2,prod_00481,seller_024,460.49,38.71
order_000705,1,prod_00005,seller_043,105.85,36.36
order_000706,1,prod_00450,seller_082,128.98,23.73
order_000707,1,prod_00140,seller_045,484.09,13.03
order_000707,2,prod_00184,seller_024,227.43,41.87
