order_id,payment_sequential,payment_type,payment_installments,payment_value
order_000893,2,credit_card,7,244.19
order_000894,1,voucher,6,187.19
order_000894,2,credit_card,12,182.17
order_000895,1,boleto,2,541.13
order_000896,1,credit_card,2,134.77
order_000896,2,boleto,1,965.0
order_000897,1,debit_card,5,109.84
order_000898,1,credit_card,3,284.91
order_000899,1,credit_card,11,967.0
order_000899,2,credit_card,12,572.57
order_000900,1,credit_card,12,706.11
order_000901,1,credit_card,7,681.61
order_000902,1,credit_card,10,108.47
order_000903,1,debit_card,7,69.92
order_000904,1,credit_card,2,543.46
order_000905,1,credit_card,11,466.23
order_000906,1,voucher,11,500.77
order_000907,1,credit_card,12,697.77
order_000908,1,debit_card,1,375.78
order_000909,1,credit_card,6,859.11
order_000910,1,boleto,2,988.42
order_000910,2,credit_card,9,577.0
order_000911,1,credit_card,1,719.16
order_000911,2,credit_card,5,967.35
order_000912,1,credit_card,11,478.09
order_000912,2,credit_card,10,448.31
order_000913,1,credit_card,5,64.59
order_000914,1,credit_card,1,254.25
order_000914,2,credit_card,8,479.74
order_000915,1,boleto,12,51.66
order_000915,2,credit_card,6,204.41
order_000916,1,credit_card,5,33.54
order_000916,2,credit_card,3,959.43
order_000917,1,credit_card,8,843.77
order_000917,2,voucher,8,457.13
order_000918,1,credit_card,4,599.22
order_000918,2,boleto,11,199.07
order_000919,1,boleto,10,833.44
order_000920,1,credit_card,12,590.92
order_000920,2,credit_card,6,932.59
order_000921,1,credit_card,11,161.13
order_000921,2,credit_card,4,100.66
order_000922,1,credit_card,1,532.4
order_000923,1,voucher,12,745.78
order_000923,2,credit_card,5,332.74
order_000924,1,credit_card,2,190.56
order_000925,1,credit_card,3,590.46
order_000925,2,boleto,11,251.99
order_000926,1,credit_card,10,900.49
order_000926,2,boleto,8,878.46
order_000927,1,credit_card,7,417.84
order_000927,2,credit_card,1,428.35
order_000928,1,credit_card,7,282.72
order_000929,1,credit_card,10,515.56
order_000929,2,credit_card,7,43.13
order_000930,1,credit_card,11,368.37
order_000931,1,boleto,12,978.67
order_000932,1,credit_card,8,934.63
order_000933,1,voucher,3,742.59
order_000933,2,credit_card,2,31.25
order_000934,1,credit_card,7,39.58
order_000934,2,credit_card,8,289.13
order_000935,1,credit_card,9,190.97
order_000935,2,credit_card,9,662.89
order_000936,1,credit_card,4,280.98
order_000936,2,credit_card,2,631.07
order_000937,1,debit_card,12,116.33
order_000937,2,credit_card,6,630.85
order_000938,1,credit_card,11,609.79
order_000938,2,credit_card,6,553.68
order_000939,1,credit_card,2,970.29
order_000939,2,credit_card,6,486.8
order_000940,1,credit_card,12,613.28
order_000940,2,credit_card,2,923.26
order_000941,1,credit_card,2,164.37
order_000942,1,credit_card,2,126.04
order_000942,2,credit_card,2,359.09
order_000943,1,boleto,2,495.99
order_000943,2,credit_card,1,209.47
order_000944,1,credit_card,6,100.71
order_000944,2,boleto,8,469.66
order_000945,1,debit_card,12,422.12
order_000946,1,credit_card,4,364.11
order_000947,1,credit_card,7,69.0
order_000947,2,credit_card,9,940.37
order_000948,1,credit_card,8,45.92
order_000949,1,credit_card,10,601.5
order_000950,1,credit_card,8,486.15
order_000950,2,credit_card,12,959.24
order_000951,1,credit_card,8,128.74
order_000952,1,credit_card,6,910.22
order_000952,2,credit_card,11,381.5
order_000953,1,credit_card,2,430.06
order_000954,1,boleto,3,797.66
order_000954,2,credit_card,4,855.73
order_000955,1,credit_card,6,817.41
order_000956,1,credit_card,11,871.55
order_000956,2,credit_card,4,343.93
order_000957,1,credit_card,7,753.05
order_000957,2,credit_card,8,716.6
order_000958,1,credit_card,1,667.39
order_000959,1,credit_card,8,446.22
order_000959,2,credit_card,9,932.37
order_000960,1,credit_card,2,743.99
order_000961,1,boleto,9,345.17
order_000961,2,credit_card,8,722.27
order_000962,1,credit_card,2,352.68
order_000963,1,credit_card,1,618.02
order_000963,2,credit_card,8,153.57
order_000964,1,credit_card,5,46.87
order_000965,1,credit_card,2,898.62
order_000965,2,credit_card,9,477.23
order_000966,1,debit_card,1,469.12
order_000967,1,credit_card,4,310.68
order_000968,1,credit_card,1,468.21
order_000968,2,credit_card,11,111.72
order_000969,1,boleto,8,271.97
order_000969,2,credit_card,6,652.45
order_000970,1,credit_card,5,24.76
order_000970,2,credit_card,11,357.76
order_000971,1,credit_card,10,142.08
order_000972,1,credit_card,11,61.77
order_000972,2,credit_card,4,400.06
order_000973,1,boleto,3,766.41
order_000973,2,credit_card,12,40.08
order_000974,1,credit_card,8,649.32
order_000974,2,credit_card,5,349.94
order_000975,1,credit_card,7,838.76
order_000976,1,credit_card,2,146.57
order_000977,1,credit_card,12,587.35
order_000977,2,credit_card,9,991.83
order_000978,1,credit_card,7,948.57
order_000979,1,credit_card,12,986.78
order_000979,2,credit_card,5,92.41
order_000980,1,boleto,9,188.02
order_000981,1,credit_card,9,815.56
order_000982,1,credit_card,12,723.98
order_000982,2,credit_card,11,658.38
order_000983,1,credit_card,1,907.95
order_000984,1,credit_card,4,348.13
order_000985,1,credit_card,2,814.12
order_000985,2,debit_card,1,85.58
order_000986,1,boleto,4,309.62
order_000987,1,boleto,7,184.9
order_000988,1,credit_card,8,754.03
order_000988,2,credit_card,3,406.91
order_000989,1,credit_card,2,760.84
order_000989,2,boleto,7,172.53
order_000990,1,boleto,9,501.83
order_000990,2,credit_card,6,675.0
order_000991,1,boleto,4,661.14
order_000991,2,credit_card,10,266.83
order_000992,1,credit_card,12,295.67
order_000992,2,boleto,9,475.84
order_000993,1,credit_card,10,951.16
order_000993,2,credit_card,3,785.11
order_000994,1,boleto,5,954.72
order_000995,1,boleto,2,216.57
order_000996,1,credit_card,3,347.28
order_000997,1,credit_card,12,942.28
order_000997,2,credit_card,11,388.63
order_000998,1,credit_card,8,536.08
order_000999,1,credit_card,5,20.84
order_000999,2,credit_card,10,730.2
order_001000,1,credit_card,3,492.32
order_001001,1,credit_card,2,968.7
order_001001,2,credit_card,7,790.55
order_001002,1,credit_card,10,453.39
order_001003,1,credit_card,1,780.78
order_001003,2,credit_card,4,125.53
order_001004,1,voucher,2,399.67
order_001004,2,credit_card,11,861.43
order_001005,1,credit_card,1,832.32
order_001006,1,credit_card,9,953.37
order_001006,2,voucher,2,733.29
order_001007,1,debit_card,6,765.16
order_001008,1,credit_card,7,807.78
order_001008,2,credit_card,2,993.89
order_001009,1,boleto,11,190.21
order_001010,1,credit_card,2,744.29
order_001011,1,credit_card,12,827.58
order_001011,2,credit_card,2,484.17
order_001012,1,credit_card,8,735.46
order_001013,1,credit_card,12,638.62
order_001013,2,credit_card,6,184.8
order_001014,1,boleto,9,575.76
order_001015,1,credit_card,8,294.38
order_001015,2,voucher,9,324.51
order_001016,1,credit_card,6,667.97
order_001016,2,boleto,8,928.13
order_001017,1,credit_card,12,500.76
order_001018,1,credit_card,3,115.26
order_001018,2,boleto,1,956.02
order_001019,1,credit_card,7,829.62
order_001020,1,credit_card,10,972.79
order_001021,1,credit_card,4,941.57
order_001021,2,credit_card,12,749.79
order_001022,1,credit_card,1,962.55
order_001023,1,boleto,5,714.27
order_001023,2,boleto,5,163.13
order_001024,1,boleto,9,81.42
order_001024,2,credit_card,8,228.42
order_001025,1,credit_card,11,352.22
order_001026,1,boleto,6,738.76
order_001026,2,credit_card,12,609.78
order_001027,1,credit_card,3,379.65
order_001028,1,credit_card,10,274.02
order_001029,1,credit_card,6,605.87
order_001030,1,credit_card,7,763.69
order_001031,1,credit_card,9,231.01
order_001031,2,credit_card,8,443.06
order_001032,1,credit_card,4,358.79
order_001032,2,voucher,8,815.69
order_001033,1,credit_card,11,615.98
order_001034,1,credit_card,2,305.65
order_001035,1,credit_card,9,472.09
order_001036,1,credit_card,8,272.16
order_001036,2,credit_card,9,813.08
order_001037,1,credit_card,7,591.12
order_001038,1,credit_card,8,612.55
order_001039,1,credit_card,12,52.35
order_001039,2,credit_card,2,998.07
order_001040,1,boleto,7,58.33
order_001041,1,credit_card,1,554.55
order_001041,2,voucher,9,330.12
order_001042,1,credit_card,10,725.63
order_001043,1,credit_card,6,614.89
order_001044,1,credit_card,1,410.0
order_001045,1,boleto,2,44.46
order_001046,1,credit_card,5,755.47
order_001047,1,credit_card,2,695.24
order_001047,2,credit_card,9,314.6
order_001048,1,credit_card,12,520.15
order_001048,2,boleto,11,871.15
order_001049,1,voucher,5,409.57
order_001050,1,debit_card,11,193.73
order_001050,2,boleto,5,850.78
order_001051,1,credit_card,4,849.45
order_001051,2,credit_card,11,84.96
order_001052,1,boleto,2,830.96
order_001053,1,credit_card,1,356.54
order_001054,1,credit_card,11,741.48
order_001055,1,credit_card,1,798.5
order_001056,1,boleto,12,372.74
order_001057,1,boleto,6,292.59
order_001057,2,credit_card,3,676.67
order_001058,1,credit_card,4,536.49
order_001059,1,boleto,11,56.74
order_001060,1,credit_card,1,540.98
order_001061,1,voucher,4,386.89
order_001062,1,credit_card,2,798.19
order_001063,1,credit_card,8,823.64
order_001064,1,credit_card,7,254.67
order_001065,1,boleto,9,485.65
order_001065,2,boleto,12,798.08
order_001066,1,credit_card,6,716.84
order_001066,2,credit_card,8,201.06
order_001067,1,voucher,11,40.29
order_001068,1,boleto,5,797.34
order_001068,2,debit_card,12,21.09
order_001069,1,credit_card,7,494.66
order_001070,1,boleto,12,629.32
order_001070,2,credit_card,9,704.84
order_001071,1,boleto,8,885.3
order_001071,2,credit_card,1,350.98
order_001072,1,boleto,10,183.3
order_001072,2,credit_card,12,919.73
order_001073,1,voucher,6,710.51
order_001074,1,credit_card,4,363.41
order_001074,2,boleto,8,406.71
order_001075,1,boleto,6,291.22
order_001075,2,voucher,6,300.07
order_001076,1,credit_card,11,917.01
order_001077,1,boleto,5,149.07
order_001078,1,credit_card,1,148.53
order_001078,2,credit_card,10,108.91
order_001079,1,voucher,11,675.17
order_001080,1,voucher,10,831.66
order_001081,1,voucher,3,270.37
order_001081,2,credit_card,12,625.12
order_001082,1,credit_card,11,802.49
order_001083,1,credit_card,11,180.89
order_001084,1,credit_card,1,161.67
order_001084,2,credit_card,11,333.68
order_001085,1,credit_card,4,517.19
order_001085,2,boleto,8,941.56
order_001086,1,credit_card,2,107.02
order_001087,1,boleto,4,490.68
order_001088,1,credit_card,9,647.2
order_001088,2,credit_card,6,624.12
order_001089,1,credit_card,11,961.44
order_001090,1,credit_card,6,484.09
order_001091,1,credit_card,2,679.91
order_001091,2,boleto,2,44.61
order_001092,1,boleto,1,786.08
order_001092,2,boleto,3,717.91
order_001093,1,credit_card,7,774.26
order_001093,2,credit_card,12,52.44
order_001094,1,credit_card,5,725.71
order_001094,2,credit_card,10,354.91
order_001095,1,boleto,8,864.9
order_001096,1,credit_card,4,509.65
order_001097,1,credit_card,4,159.86
order_001097,2,credit_card,2,419.45
order_001098,1,credit_card,2,176.05
order_001099,1,credit_card,8,419.14
order_001099,2,boleto,6,471.67
order_001100,1,boleto,5,461.69
order_001100,2,boleto,3,187.56
order_001101,1,credit_card,5,985.38
order_001101,2,boleto,3,216.96
order_001102,1,voucher,2,751.71
order_001103,1,credit_card,3,326.85
order_001103,2,boleto,9,781.26
order_001104,1,credit_card,4,189.33
order_001104,2,credit_card,11,882.61
order_001105,1,debit_card,3,134.19
order_001105,2,credit_card,5,771.45
order_001106,1,credit_card,1,121.95
order_001106,2,credit_card,11,685.71
order_001107,1,credit_card,3,775.89
order_001108,1,boleto,3,770.45
order_001109,1,boleto,1,231.13
order_001109,2,credit_card,5,454.29
order_001110,1,boleto,7,110.69
order_001111,1,boleto,11,91.92
order_001112,1,credit_card,9,718.15
order_001113,1,boleto,3,219.81
order_001114,1,credit_card,4,930.68
order_001115,1,credit_card,6,380.12
order_001115,2,credit_card,10,23.22
order_001116,1,boleto,7,269.4
order_001116,2,credit_card,8,675.08
order_001117,1,credit_card,5,170.96
order_001118,1,boleto,4,906.6
order_001119,1,credit_card,5,107.32
order_001120,1,debit_card,10,898.76
order_001121,1,credit_card,12,111.12
order_001122,1,voucher,8,295.06
order_001123,1,credit_card,3,142.9
order_001124,1,credit_card,3,307.72
order_001125,1,credit_card,5,951.71
order_001125,2,credit_card,3,536.2
order_001126,1,credit_card,2,526.62
order_001127,1,credit_card,8,376.25
order_001128,1,credit_card,10,578.93
order_001129,1,credit_card,12,66.78
order_001130,1,boleto,8,832.04
order_001131,1,credit_card,9,288.65
order_001131,2,credit_card,1,160.17
order_001132,1,boleto,6,275.38
order_001132,2,boleto,1,753.51
order_001133,1,credit_card,5,213.19
order_001133,2,credit_card,6,339.48
order_001134,1,credit_card,7,607.51
order_001134,2,boleto,8,983.1
order_001135,1,credit_card,12,699.36
order_001136,1,debit_card,2,284.06
order_001137,1,credit_card,6,373.3
order_001138,1,credit_card,9,585.56
order_001139,1,credit_card,9,870.7
order_001140,1,credit_card,8,241.2
order_001140,2,credit_card,10,422.95
order_001141,1,credit_card,6,654.29
order_001141,2,credit_card,4,821.77
order_001142,1,boleto,5,335.64
order_001143,1,credit_card,12,774.89
order_001144,1,credit_card,3,898.84
order_001144,2,boleto,7,369.49
order_001145,1,credit_card,1,966.86
order_001146,1,boleto,9,140.34
order_001147,1,credit_card,12,292.15
order_001147,2,credit_card,8,729.85
order_001148,1,boleto,11,392.88
order_001149,1,credit_card,2,450.75
order_001149,2,credit_card,7,341.79
order_001150,1,voucher,6,445.13
order_001151,1,credit_card,4,502.7
order_001151,2,credit_card,4,708.3
order_001152,1,credit_card,3,328.92
order_001153,1,boleto,10,447.56
order_001154,1,credit_card,2,491.14
order_001154,2,credit_card,5,854.84
order_001155,1,credit_card,4,203.44
order_001156,1,credit_card,8,214.39
order_001156,2,credit_card,5,530.42
order_001157,1,credit_card,6,703.83
order_001157,2,credit_card,7,637.02
order_001158,1,credit_card,4,34.32
order_001159,1,boleto,9,801.37
order_001159,2,credit_card,8,259.88
order_001160,1,credit_card,12,890.13
order_001161,1,credit_card,8,84.16
order_001161,2,boleto,10,939.28
order_001162,1,credit_card,6,893.26
order_001163,1,boleto,12,133.17
order_001164,1,credit_card,9,468.23
order_001165,1,voucher,11,195.75
order_001166,1,credit_card,7,471.01
order_001167,1,credit_card,9,815.31
order_001167,2,credit_card,8,242.87
order_001168,1,credit_card,1,791.29
order_001169,1,voucher,6,978.72
order_001169,2,credit_card,12,678.68
order_001170,1,credit_card,8,858.46
order_001171,1,credit_card,12,787.41
order_001172,1,credit_card,3,930.27
order_001172,2,boleto,12,34.95
order_001173,1,boleto,2,389.69
order_001173,2,credit_card,8,258.96
order_001174,1,credit_card,2,917.58
order_001174,2,boleto,10,976.89
order_001175,1,credit_card,5,468.48
order_001175,2,boleto,12,918.18
order_001176,1,boleto,8,120.44
order_001176,2,credit_card,5,317.41
order_001177,1,voucher,11,979.07
order_001177,2,debit_card,11,270.03
order_001178,1,boleto,6,667.78
order_001178,2,boleto,10,406.31
order_001179,1,credit_card,11,682.85
order_001179,2,credit_card,12,171.68
order_001180,1,credit_card,4,41.56
order_001180,2,boleto,11,594.41
order_001181,1,credit_card,9,546.71
order_001182,1,credit_card,10,300.33
order_001183,1,credit_card,9,62.89
order_001184,1,credit_card,4,202.91
order_001185,1,credit_card,3,782.11
order_001185,2,credit_card,5,571.52
order_001186,1,credit_card,11,869.01
order_001186,2,credit_card,9,569.77
order_001187,1,credit_card,6,520.1
order_001187,2,credit_card,8,277.41
order_001188,1,credit_card,1,434.7
order_001188,2,credit_card,8,486.8
order_001189,1,credit_card,5,264.88
order_001190,1,credit_card,5,938.99
order_001191,1,credit_card,3,724.68
order_001191,2,voucher,4,272.74
order_001192,1,credit_card,5,997.92
order_001192,2,credit_card,3,306.19
order_001193,1,credit_card,9,120.34
order_001194,1,credit_card,10,458.21
order_001195,1,voucher,4,83.69
order_001196,1,credit_card,1,839.76
order_001197,1,voucher,7,836.76
order_001197,2,credit_card,2,199.72
order_001198,1,voucher,11,296.66
order_001199,1,credit_card,3,299.25
order_001199,2,credit_card,12,496.41
order_001200,1,credit_card,12,51.76
order_001201,1,credit_card,10,94.7
order_001202,1,voucher,10,434.56
order_001202,2,credit_card,11,743.68
order_001203,1,debit_card,3,241.54
order_001203,2,credit_card,7,292.77
order_001204,1,credit_card,6,835.62
order_001204,2,boleto,12,330.67
order_001205,1,credit_card,3,310.21
order_001205,2,boleto,1,480.37
order_001206,1,debit_card,8,910.75
order_001207,1,credit_card,5,882.91
order_001207,2,credit_card,7,140.16
order_001208,1,boleto,3,517.15
order_001208,2,voucher,7,36.72
order_001209,1,voucher,12,943.49
order_001209,2,credit_card,5,717.46
order_001210,1,credit_card,11,747.07
order_001211,1,credit_card,6,523.96
order_001212,1,credit_card,12,717.06
order_001213,1,credit_card,11,231.53
order_001213,2,credit_card,10,181.31
order_001214,1,credit_card,6,998.59
order_001214,2,credit_card,1,277.34
order_001215,1,credit_card,9,145.16
order_001215,2,credit_card,12,83.71
order_001216,1,credit_card,3,247.89
order_001216,2,credit_card,10,673.25
order_001217,1,boleto,10,630.49
order_001217,2,boleto,10,909.1
order_001218,1,credit_card,3,716.4
order_001219,1,credit_card,2,528.07
order_001219,2,credit_card,3,68.5
order_001220,1,credit_card,9,793.06
order_001220,2,credit_card,6,843.11
order_001221,1,credit_card,4,986.38
order_001221,2,credit_card,11,899.44
order_001222,1,boleto,7,732.6
order_001222,2,credit_card,8,231.01
order_001223,1,credit_card,3,615.61
order_001224,1,boleto,5,269.11
order_001224,2,credit_card,2,961.6
order_001225,1,boleto,11,827.87
order_001226,1,boleto,1,115.42
order_001227,1,voucher,6,244.99
order_001227,2,credit_card,1,71.64
order_001228,1,credit_card,5,296.0
order_001229,1,credit_card,1,785.42
order_001229,2,credit_card,5,800.25
order_001230,1,credit_card,6,58.2
order_001231,1,credit_card,10,820.72
order_001231,2,debit_card,5,469.72
order_001232,1,credit_card,11,232.9
order_001232,2,boleto,9,784.11
order_001233,1,credit_card,12,453.29
order_001234,1,credit_card,11,950.7
order_001234,2,voucher,10,290.26
order_001235,1,voucher,8,651.23
order_001235,2,voucher,3,661.06
order_001236,1,credit_card,4,916.57
order_001237,1,credit_card,10,366.28
order_001238,1,boleto,10,156.79
order_001238,2,credit_card,4,510.38
order_001239,1,boleto,1,288.23
order_001240,1,credit_card,4,199.86
order_001241,1,boleto,11,956.79
order_001242,1,credit_card,8,942.73
order_001242,2,boleto,9,971.87
order_001243,1,credit_card,4,478.83
order_001244,1,credit_card,10,120.36
order_001245,1,credit_card,9,579.12
order_001245,2,credit_card,7,72.5
order_001246,1,credit_card,7,626.76
order_001246,2,credit_card,5,207.76
order_001247,1,boleto,2,791.01
order_001247,2,boleto,2,205.33
order_001248,1,credit_card,9,365.67
order_001249,1,credit_card,1,879.1
order_001250,1,credit_card,11,324.36
order_001251,1,credit_card,3,803.22
order_001252,1,credit_card,12,522.39
order_001252,2,credit_card,11,621.37
order_001253,1,boleto,5,629.33
order_001253,2,boleto,1,219.71
order_001254,1,boleto,1,175.59
order_001254,2,credit_card,5,788.39
order_001255,1,credit_card,6,344.8
order_001256,1,credit_card,1,550.61
order_001256,2,boleto,9,929.84
order_001257,1,credit_card,11,660.0
order_001257,2,credit_card,9,393.81
order_001258,1,boleto,5,510.85
order_001258,2,credit_card,9,41.34
order_001259,1,boleto,11,558.28
order_001260,1,credit_card,7,259.38
order_001260,2,credit_card,6,765.99
order_001261,1,credit_card,1,32.1
order_001262,1,boleto,4,748.45
order_001262,2,credit_card,10,157.39
order_001263,1,boleto,6,378.95
order_001264,1,boleto,12,307.11
order_001265,1,credit_card,7,547.91
order_001265,2,credit_card,6,657.3
order_001266,1,boleto,8,702.15
order_001267,1,boleto,5,498.19
order_001268,1,credit_card,12,81.43
order_001269,1,credit_card,12,908.06
order_001269,2,credit_card,9,923.38
order_001270,1,credit_card,2,947.61
order_001271,1,credit_card,12,778.51
order_001272,1,boleto,1,937.57
order_001272,2,credit_card,3,879.87
order_001273,1,credit_card,2,954.38
order_001274,1,debit_card,9,630.72
order_001274,2,credit_card,9,995.27
order_001275,1,boleto,2,121.82
order_001276,1,credit_card,11,89.02
order_001276,2,credit_card,11,604.67
order_001277,1,credit_card,10,529.12
order_001277,2,credit_card,5,679.65
order_001278,1,credit_card,1,56.9
order_001278,2,boleto,12,217.84
order_001279,1,credit_card,11,579.81
order_001280,1,credit_card,8,491.04
order_001280,2,credit_card,8,382.19
order_001281,1,boleto,11,192.57
order_001281,2,credit_card,1,808.32
order_001282,1,boleto,4,179.85
order_001282,2,credit_card,1,95.76
order_001283,1,credit_card,2,288.44
order_001283,2,credit_card,7,576.39
order_001284,1,credit_card,4,637.39
order_001284,2,credit_card,12,413.84
order_001285,1,credit_card,8,100.11
order_001285,2,credit_card,4,828.68
order_001286,1,credit_card,11,384.41
order_001287,1,credit_card,12,930.98
order_001288,1,credit_card,9,174.04
order_001288,2,credit_card,1,602.5
order_001289,1,credit_card,11,875.06
order_001289,2,boleto,1,699.69
order_001290,1,credit_card,5,806.19
order_001291,1,credit_card,1,332.85
order_001291,2,credit_card,1,721.99
order_001292,1,credit_card,3,341.73
order_001292,2,credit_card,8,289.37
order_001293,1,credit_card,9,668.0
order_001294,1,credit_card,10,248.89
order_001295,1,boleto,12,63.38
order_001296,1,credit_card,9,510.74
order_001296,2,boleto,7,312.9
order_001297,1,credit_card,1,591.13
order_001298,1,boleto,10,162.42
order_001299,1,boleto,12,644.95
order_001299,2,boleto,11,159.06
order_001300,1,credit_card,3,409.82
order_001301,1,credit_card,2,372.16
order_001301,2,credit_card,5,345.7
order_001302,1,credit_card,7,312.7
order_001303,1,credit_card,12,532.19
order_001303,2,credit_card,10,413.14
order_001304,1,credit_card,1,446.45
order_001304,2,credit_card,11,904.14
order_001305,1,credit_card,7,46.76
order_001306,1,boleto,9,667.07
order_001307,1,credit_card,7,836.0
order_001308,1,boleto,2,547.73
order_001309,1,credit_card,2,402.08
order_001309,2,boleto,1,615.08
order_001310,1,debit_card,7,657.52
order_001310,2,credit_card,10,321.53
order_001311,1,boleto,1,411.95
order_001312,1,credit_card,12,227.57
order_001312,2,debit_card,11,670.85
order_001313,1,credit_card,6,737.9
order_001314,1,credit_card,1,573.1
order_001314,2,credit_card,6,955.89
order_001315,1,boleto,7,57.03
order_001316,1,credit_card,6,524.61
order_001316,2,credit_card,11,397.09
order_001317,1,boleto,3,296.89
order_001318,1,boleto,6,257.29
order_001318,2,credit_card,7,906.29
order_001319,1,credit_card,6,904.7
order_001319,2,boleto,6,824.33
order_001320,1,credit_card,5,110.44
order_001321,1,credit_card,10,480.77
order_001322,1,boleto,9,685.67
order_001323,1,credit_card,1,382.07
order_001323,2,boleto,12,337.94
order_001324,1,credit_card,11,330.96
order_001325,1,credit_card,3,648.03
order_001325,2,boleto,11,211.05
order_001326,1,credit_card,6,716.06
order_001326,2,credit_card,9,610.86
order_001327,1,credit_card,6,363.44
order_001327,2,boleto,6,788.97
order_001328,1,credit_card,11,247.11
order_001328,2,voucher,1,580.94
order_001329,1,credit_card,7,589.34
order_001329,2,credit_card,7,753.23
order_001330,1,credit_card,3,539.06
order_001330,2,credit_card,3,733.05
order_001331,1,credit_card,1,841.94
order_001331,2,credit_card,7,280.5
order_001332,1,credit_card,6,941.08
order_001332,2,boleto,11,627.51
order_001333,1,boleto,6,150.28
order_001334,1,credit_card,5,834.94
order_001335,1,credit_card,11,56.37
order_001336,1,credit_card,4,315.13
order_001336,2,credit_card,6,628.72
order_001337,1,debit_card,3,932.93
order_001338,1,credit_card,11,446.08
order_001338,2,credit_card,3,824.38
order_001339,1,credit_card,9,547.59
order_001340,1,boleto,2,672.82
order_001341,1,credit_card,12,570.45
order_001341,2,debit_card,11,67.19
order_001342,1,credit_card,1,489.82
order_001343,1,credit_card,7,941.95
order_001344,1,credit_card,1,329.33
order_001345,1,credit_card,12,791.26
order_001346,1,credit_card,10,918.64
order_001346,2,credit_card,12,432.8
order_001347,1,credit_card,5,205.41
order_001348,1,credit_card,12,113.99
order_001349,1,credit_card,7,232.8
order_001349,2,boleto,2,179.05
order_001350,1,credit_card,9,134.8
order_001351,1,credit_card,10,514.16
order_001352,1,credit_card,4,94.77
order_001352,2,credit_card,3,836.12
order_001353,1,credit_card,9,924.88
order_001353,2,credit_card,11,721.13
order_001354,1,credit_card,3,756.36
order_001355,1,voucher,10,616.24
order_001355,2,credit_card,1,484.52
order_001356,1,credit_card,10,24.45
order_001356,2,boleto,2,757.1
order_001357,1,boleto,1,954.79
order_001357,2,voucher,4,564.5
order_001358,1,credit_card,6,713.92
order_001358,2,voucher,4,133.4
order_001359,1,credit_card,7,239.63
order_001360,1,credit_card,11,144.95
order_001361,1,debit_card,6,176.9
order_001362,1,debit_card,5,819.61
order_001362,2,credit_card,7,848.94
order_001363,1,debit_card,1,120.97
order_001364,1,credit_card,9,98.98
order_001364,2,credit_card,5,176.81
order_001365,1,credit_card,9,243.07
order_001365,2,credit_card,5,171.05
order_001366,1,boleto,9,547.62
order_001367,1,credit_card,10,754.66
order_001368,1,boleto,10,378.38
order_001368,2,voucher,11,441.51
order_001369,1,boleto,6,125.73
order_001369,2,credit_card,12,115.12
order_001370,1,boleto,2,35.65
order_001371,1,debit_card,9,607.44
order_001371,2,credit_card,2,36.92
order_001372,1,boleto,6,232.74
order_001373,1,debit_card,6,525.8
order_001373,2,credit_card,6,795.83
order_001374,1,credit_card,7,157.48
order_001374,2,credit_card,9,320.58
order_001375,1,credit_card,2,591.0
order_001375,2,credit_card,4,685.77
order_001376,1,credit_card,11,446.74
order_001377,1,credit_card,2,185.44
order_001377,2,credit_card,6,27.83
order_001378,1,credit_card,6,550.42
order_001378,2,credit_card,1,476.39
order_001379,1,credit_card,3,625.56
order_001380,1,credit_card,1,864.25
order_001380,2,credit_card,9,342.63
order_001381,1,credit_card,2,884.49
order_001382,1,voucher,10,45.87
order_001383,1,credit_card,1,880.87
order_001383,2,debit_card,6,622.07
order_001384,1,credit_card,9,527.72
order_001385,1,credit_card,2,51.28
order_001385,2,credit_card,8,152.51
order_001386,1,debit_card,10,725.01
order_001387,1,credit_card,4,109.92
order_001387,2,credit_card,2,745.58
order_001388,1,credit_card,10,605.99
order_001388,2,credit_card,8,299.82
order_001389,1,credit_card,7,339.79
order_001390,1,voucher,3,398.5
order_001390,2,voucher,10,803.63
order_001391,1,credit_card,8,949.17
order_001392,1,credit_card,7,116.0
order_001392,2,credit_card,1,753.03
order_001393,1,boleto,10,398.3
order_001393,2,voucher,7,206.91
order_001394,1,credit_card,6,854.96
order_001394,2,credit_card,1,121.37
order_001395,1,credit_card,12,56.65
order_001396,1,credit_card,10,732.64
order_001396,2,credit_card,11,669.43
order_001397,1,credit_card,8,471.54
order_001398,1,credit_card,1,292.75
order_001399,1,boleto,1,776.26
order_001400,1,boleto,9,96.02
order_001400,2,credit_card,2,483.83
order_001401,1,credit_card,3,587.16
order_001401,2,credit_card,7,887.57
order_001402,1,boleto,10,769.17
order_001403,1,credit_card,4,753.61
order_001404,1,credit_card,2,334.1
order_001404,2,boleto,11,102.47
order_001405,1,credit_card,11,827.02
order_001405,2,credit_card,4,934.02
order_001406,1,credit_card,8,603.38
order_001407,1,credit_card,12,55.16
order_001407,2,debit_card,10,843.69
order_001408,1,credit_card,9,612.7
order_001409,1,credit_card,6,739.02
order_001410,1,credit_card,9,75.65
order_001411,1,credit_card,11,134.98
order_001412,1,credit_card,11,68.55
order_001413,1,credit_card,4,746.08
order_001414,1,credit_card,8,293.21
order_001414,2,credit_card,6,427.44
order_001415,1,credit_card,8,918.09
order_001416,1,credit_card,5,607.2
order_001417,1,credit_card,11,332.76
order_001417,2,credit_card,6,681.35
order_001418,1,boleto,2,481.68
order_001418,2,credit_card,9,684.48
order_001419,1,credit_card,1,924.02
order_001419,2,credit_card,11,491.58
order_001420,1,credit_card,1,974.76
