order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
order_001163,cust_00077,shipped,2022-09-12 12:41:37.459491896,2022-09-12 12:41:37.459491896,2022-09-13 07:06:54.082816564,2022-09-14 07:06:54.082816564,2022-09-21 18:16:20.836167236
order_001164,cust_00547,delivered,2022-09-12 17:57:02.844568912,2022-09-12 17:57:02.844568912,2022-09-13 12:22:02.184436888,2022-09-14 12:22:02.184436888,2022-09-21 23:32:03.504700940
order_001165,cust_00633,shipped,2022-09-12 23:12:28.229645928,2022-09-12 23:12:28.229645928,2022-09-13 17:37:10.286057212,2022-09-14 17:37:10.286057212,2022-09-22 04:47:46.173234648
order_001166,cust_00982,delivered,2022-09-13 04:27:53.614722944,2022-09-13 04:27:53.614722944,2022-09-13 22:52:18.387677536,2022-09-14 22:52:18.387677536,2022-09-22 10:03:28.841768356
order_001167,cust_00798,delivered,2022-09-13 09:43:18.999799960,2022-09-13 09:43:18.999799960,2022-09-14 04:07:26.489297860,2022-09-15 04:07:26.489297860,2022-09-22 15:19:11.510302060
order_001168,cust_00045,shipped,2022-09-13 14:58:44.384876976,2022-09-13 14:58:44.384876976,2022-09-14 09:22:34.590918184,2022-09-15 09:22:34.590918184,2022-09-22 20:34:54.178835768
order_001169,cust_00549,delivered,2022-09-13 20:14:09.769953988,2022-09-13 20:14:09.769953988,2022-09-14 14:37:42.692538508,2022-09-15 14:37:42.692538508,2022-09-23 01:50:36.847369476
order_001170,cust_00138,delivered,2022-09-14 01:29:35.155031004,2022-09-14 01:29:35.155031004,2022-09-14 19:52:50.794158832,2022-09-15 19:52:50.794158832,2022-09-23 07:06:19.515903180
order_001171,cust_00637,processing,2022-09-14 06:45:00.540108020,2022-09-14 06:45:00.540108020,2022-09-15 01:07:58.895779156,2022-09-16 01:07:58.895779156,2022-09-23 12:22:02.184436888
order_001172,cust_00229,processing,2022-09-14 12:00:25.925185036,2022-09-14 12:00:25.925185036,2022-09-15 06:23:06.997399480,2022-09-16 06:23:06.997399480,2022-09-23 17:37:44.852970596
order_001173,cust_00454,shipped,2022-09-14 17:15:51.310262052,2022-09-14 17:15:51.310262052,2022-09-15 11:38:15.099019804,2022-09-16 11:38:15.099019804,2022-09-23 22:53:27.521504300
order_001174,cust_00778,delivered,2022-09-14 22:31:16.695339068,2022-09-14 22:31:16.695339068,2022-09-15 16:53:23.200640128,2022-09-16 16:53:23.200640128,2022-09-24 04:09:10.190038008
order_001175,cust_00636,delivered,2022-09-15 03:46:42.080416084,2022-09-15 03:46:42.080416084,2022-09-15 22:08:31.302260452,2022-09-16 22:08:31.302260452,2022-09-24 09:24:52.858571716
order_001176,cust_00144,shipped,2022-09-15 09:02:07.465493096,2022-09-15 09:02:07.465493096,2022-09-16 03:23:39.403880780,2022-09-17 03:23:39.403880780,2022-09-24 14:40:35.527105424
order_001177,cust_00523,delivered,2022-09-15 14:17:32.850570112,2022-09-15 14:17:32.850570112,2022-09-16 08:38:47.505501104,2022-09-17 08:38:47.505501104,2022-09-24 19:56:18.195639128
order_001178,cust_00106,processing,2022-09-15 19:32:58.235647128,2022-09-15 19:32:58.235647128,2022-09-16 13:53:55.607121428,2022-09-17 13:53:55.607121428,2022-09-25 01:12:00.864172836
order_001179,cust_00196,delivered,2022-09-16 00:48:23.620724144,2022-09-16 00:48:23.620724144,2022-09-16 19:09:03.708741752,2022-09-17 19:09:03.708741752,2022-09-25 06:27:43.532706544
order_001180,cust_00624,delivered,2022-09-16 06:03:49.005801160,2022-09-16 06:03:49.005801160,2022-09-17 00:24:11.810362076,2022-09-18 00:24:11.810362076,2022-09-25 11:43:26.201240248
order_001181,cust_00002,processing,2022-09-16 11:19:14.390878176,2022-09-16 11:19:14.390878176,2022-09-17 05:39:19.911982400,2022-09-18 05:39:19.911982400,2022-09-25 16:59:08.869773956
order_001182,cust_00802,delivered,2022-09-16 16:34:39.775955192,2022-09-16 16:34:39.775955192,2022-09-17 10:54:28.013602724,2022-09-18 10:54:28.013602724,2022-09-25 22:14:51.538307664
order_001183,cust_00782,shipped,2022-09-16 21:50:05.161032204,2022-09-16 21:50:05.161032204,2022-09-17 16:09:36.115223048,2022-09-18 16:09:36.115223048,2022-09-26 03:30:34.206841368
order_001184,cust_00325,delivered,2022-09-17 03:05:30.546109220,2022-09-17 03:05:30.546109220,2022-09-17 21:24:44.216843372,2022-09-18 21:24:44.216843372,2022-09-26 08:46:16.875375076
order_001185,cust_00785,delivered,2022-09-17 08:20:55.931186236,2022-09-17 08:20:55.931186236,2022-09-18 02:39:52.318463696,2022-09-19 02:39:52.318463696,2022-09-26 14:01:59.543908784
order_001186,cust_00535,delivered,2022-09-17 13:36:21.316263252,2022-09-17 13:36:21.316263252,2022-09-18 07:55:00.420084020,2022-09-19 07:55:00.420084020,2022-09-26 19:17:42.212442488
order_001187,cust_00771,delivered,2022-09-17 18:51:46.701340268,2022-09-17 18:51:46.701340268,2022-09-18 13:10:08.521704344,2022-09-19 13:10:08.521704344,2022-09-27 00:33:24.880976196
order_001188,cust_00681,processing,2022-09-18 00:07:12.086417284,2022-09-18 00:07:12.086417284,2022-09-18 18:25:16.623324668,2022-09-19 18:25:16.623324668,2022-09-27 05:49:07.549509904
order_001189,cust_00539,delivered,2022-09-18 05:22:37.471494296,2022-09-18 05:22:37.471494296,2022-09-18 23:40:24.724944992,2022-09-19 23:40:24.724944992,2022-09-27 11:04:50.218043608
order_001190,cust_00351,shipped,2022-09-18 10:38:02.856571312,2022-09-18 10:38:02.856571312,2022-09-19 04:55:32.826565316,2022-09-20 04:55:32.826565316,2022-09-27 16:20:32.886577316
order_001191,cust_00138,delivered,2022-09-18 15:53:28.241648328,2022-09-18 15:53:28.241648328,2022-09-19 10:10:40.928185640,2022-09-20 10:10:40.928185640,2022-09-27 21:36:15.555111024
order_001192,cust_00181,delivered,2022-09-18 21:08:53.626725344,2022-09-18 21:08:53.626725344,2022-09-19 15:25:49.029805964,2022-09-20 15:25:49.029805964,2022-09-28 02:51:58.223644728
order_001193,cust_00075,shipped,2022-09-19 02:24:19.011802360,2022-09-19 02:24:19.011802360,2022-09-19 20:40:57.131426288,2022-09-20 20:40:57.131426288,2022-09-28 08:07:40.892178436
order_001194,cust_00101,processing,2022-09-19 07:39:44.396879376,2022-09-19 07:39:44.396879376,2022-09-20 01:56:05.233046612,2022-09-21 01:56:05.233046612,2022-09-28 13:23:23.560712144
order_001195,cust_00930,delivered,2022-09-19 12:55:09.781956392,2022-09-19 12:55:09.781956392,2022-09-20 07:11:13.334666936,2022-09-21 07:11:13.334666936,2022-09-28 18:39:06.229245852
order_001196,cust_00233,shipped,2022-09-19 18:10:35.167033404,2022-09-19 18:10:35.167033404,2022-09-20 12:26:21.436287260,2022-09-21 12:26:21.436287260,2022-09-28 23:54:48.897779556
order_001197,cust_00213,delivered,2022-09-19 23:26:00.552110420,2022-09-19 23:26:00.552110420,2022-09-20 17:41:29.537907584,2022-09-21 17:41:29.537907584,2022-09-29 05:10:31.566313264
order_001198,cust_00274,delivered,2022-09-20 04:41:25.937187436,2022-09-20 04:41:25.937187436,2022-09-20 22:56:37.639527908,2022-09-21 22:56:37.639527908,2022-09-29 10:26:14.234846972
order_001199,cust_00472,delivered,2022-09-20 09:56:51.322264452,2022-09-20 09:56:51.322264452,2022-09-21 04:11:45.741148232,2022-09-22 04:11:45.741148232,2022-09-29 15:41:56.903380676
order_001200,cust_00870,delivered,2022-09-20 15:12:16.707341468,2022-09-20 15:12:16.707341468,2022-09-21 09:26:53.842768556,2022-09-22 09:26:53.842768556,2022-09-29 20:57:39.571914384
order_001201,cust_00666,processing,2022-09-20 20:27:42.092418484,2022-09-20 20:27:42.092418484,2022-09-21 14:42:01.944388880,2022-09-22 14:42:01.944388880,2022-09-30 02:13:22.240448092
order_001202,cust_00433,delivered,2022-09-21 01:43:07.477495500,2022-09-21 01:43:07.477495500,2022-09-21 19:57:10.046009204,2022-09-22 19:57:10.046009204,2022-09-30 07:29:04.908981796
order_001203,cust_00110,delivered,2022-09-21 06:58:32.862572512,2022-09-21 06:58:32.862572512,2022-09-22 01:12:18.147629528,2022-09-23 01:12:18.147629528,2022-09-30 12:44:47.577515504
order_001204,cust_00373,canceled,2022-09-21 12:13:58.247649528,2022-09-21 12:13:58.247649528,2022-09-22 06:27:26.249249852,2022-09-23 06:27:26.249249852,2022-09-30 18:00:30.246049212
order_001205,cust_00117,delivered,2022-09-21 17:29:23.632726544,2022-09-21 17:29:23.632726544,2022-09-22 11:42:34.350870176,2022-09-23 11:42:34.350870176,2022-09-30 23:16:12.914582916
order_001206,cust_00331,processing,2022-09-21 22:44:49.017803560,2022-09-21 22:44:49.017803560,2022-09-22 16:57:42.452490500,2022-09-23 16:57:42.452490500,2022-10-01 04:31:55.583116624
order_001207,cust_00864,delivered,2022-09-22 04:00:14.402880576,2022-09-22 04:00:14.402880576,2022-09-22 22:12:50.554110824,2022-09-23 22:12:50.554110824,2022-10-01 09:47:38.251650332
order_001208,cust_00811,delivered,2022-09-22 09:15:39.787957592,2022-09-22 09:15:39.787957592,2022-09-23 03:27:58.655731148,2022-09-24 03:27:58.655731148,2022-10-01 15:03:20.920184036
order_001209,cust_00187,delivered,2022-09-22 14:31:05.173034608,2022-09-22 14:31:05.173034608,2022-09-23 08:43:06.757351472,2022-09-24 08:43:06.757351472,2022-10-01 20:19:03.588717744
order_001210,cust_00991,shipped,2022-09-22 19:46:30.558111620,2022-09-22 19:46:30.558111620,2022-09-23 13:58:14.858971796,2022-09-24 13:58:14.858971796,2022-10-02 01:34:46.257251452
order_001211,cust_00709,delivered,2022-09-23 01:01:55.943188636,2022-09-23 01:01:55.943188636,2022-09-23 19:13:22.960592120,2022-09-24 19:13:22.960592120,2022-10-02 06:50:28.925785160
order_001212,cust_00062,processing,2022-09-23 06:17:21.328265652,2022-09-23 06:17:21.328265652,2022-09-24 00:28:31.062212444,2022-09-25 00:28:31.062212444,2022-10-02 12:06:11.594318864
order_001213,cust_00291,delivered,2022-09-23 11:32:46.713342668,2022-09-23 11:32:46.713342668,2022-09-24 05:43:39.163832768,2022-09-25 05:43:39.163832768,2022-10-02 17:21:54.262852572
order_001214,cust_00401,delivered,2022-09-23 16:48:12.098419684,2022-09-23 16:48:12.098419684,2022-09-24 10:58:47.265453092,2022-09-25 10:58:47.265453092,2022-10-02 22:37:36.931386280
order_001215,cust_00762,delivered,2022-09-23 22:03:37.483496700,2022-09-23 22:03:37.483496700,2022-09-24 16:13:55.367073416,2022-09-25 16:13:55.367073416,2022-10-03 03:53:19.599919984
order_001216,cust_00326,delivered,2022-09-24 03:19:02.868573712,2022-09-24 03:19:02.868573712,2022-09-24 21:29:03.468693740,2022-09-25 21:29:03.468693740,2022-10-03 09:09:02.268453692
order_001217,cust_00019,delivered,2022-09-24 08:34:28.253650728,2022-09-24 08:34:28.253650728,2022-09-25 02:44:11.570314064,2022-09-26 02:44:11.570314064,2022-10-03 14:24:44.936987400
order_001218,cust_00080,shipped,2022-09-24 13:49:53.638727744,2022-09-24 13:49:53.638727744,2022-09-25 07:59:19.671934388,2022-09-26 07:59:19.671934388,2022-10-03 19:40:27.605521104
order_001219,cust_00614,canceled,2022-09-24 19:05:19.023804760,2022-09-24 19:05:19.023804760,2022-09-25 13:14:27.773554712,2022-09-26 13:14:27.773554712,2022-10-04 00:56:10.274054812
order_001220,cust_00741,delivered,2022-09-25 00:20:44.408881776,2022-09-25 00:20:44.408881776,2022-09-25 18:29:35.875175036,2022-09-26 18:29:35.875175036,2022-10-04 06:11:52.942588520
order_001221,cust_00930,processing,2022-09-25 05:36:09.793958792,2022-09-25 05:36:09.793958792,2022-09-25 23:44:43.976795360,2022-09-26 23:44:43.976795360,2022-10-04 11:27:35.611122224
order_001222,cust_00820,processing,2022-09-25 10:51:35.179035808,2022-09-25 10:51:35.179035808,2022-09-26 04:59:52.078415684,2022-09-27 04:59:52.078415684,2022-10-04 16:43:18.279655932
order_001223,cust_00419,delivered,2022-09-25 16:07:00.564112820,2022-09-25 16:07:00.564112820,2022-09-26 10:15:00.180036008,2022-09-27 10:15:00.180036008,2022-10-04 21:59:00.948189640
order_001224,cust_00587,delivered,2022-09-25 21:22:25.949189836,2022-09-25 21:22:25.949189836,2022-09-26 15:30:08.281656332,2022-09-27 15:30:08.281656332,2022-10-05 03:14:43.616723344
order_001225,cust_00422,shipped,2022-09-26 02:37:51.334266852,2022-09-26 02:37:51.334266852,2022-09-26 20:45:16.383276656,2022-09-27 20:45:16.383276656,2022-10-05 08:30:26.285257052
order_001226,cust_00400,processing,2022-09-26 07:53:16.719343868,2022-09-26 07:53:16.719343868,2022-09-27 02:00:24.484896980,2022-09-28 02:00:24.484896980,2022-10-05 13:46:08.953790760
order_001227,cust_00480,processing,2022-09-26 13:08:42.104420884,2022-09-26 13:08:42.104420884,2022-09-27 07:15:32.586517304,2022-09-28 07:15:32.586517304,2022-10-05 19:01:51.622324464
order_001228,cust_00362,delivered,2022-09-26 18:24:07.489497900,2022-09-26 18:24:07.489497900,2022-09-27 12:30:40.688137628,2022-09-28 12:30:40.688137628,2022-10-06 00:17:34.290858172
order_001229,cust_00133,delivered,2022-09-26 23:39:32.874574916,2022-09-26 23:39:32.874574916,2022-09-27 17:45:48.789757952,2022-09-28 17:45:48.789757952,2022-10-06 05:33:16.959391880
order_001230,cust_00235,delivered,2022-09-27 04:54:58.259651928,2022-09-27 04:54:58.259651928,2022-09-27 23:00:56.891378276,2022-09-28 23:00:56.891378276,2022-10-06 10:48:59.627925588
order_001231,cust_00315,delivered,2022-09-27 10:10:23.644728944,2022-09-27 10:10:23.644728944,2022-09-28 04:16:04.992998600,2022-09-29 04:16:04.992998600,2022-10-06 16:04:42.296459292
order_001232,cust_00198,delivered,2022-09-27 15:25:49.029805960,2022-09-27 15:25:49.029805960,2022-09-28 09:31:13.094618924,2022-09-29 09:31:13.094618924,2022-10-06 21:20:24.964993000
order_001233,cust_00722,delivered,2022-09-27 20:41:14.414882976,2022-09-27 20:41:14.414882976,2022-09-28 14:46:21.196239248,2022-09-29 14:46:21.196239248,2022-10-07 02:36:07.633526708
order_001234,cust_00604,delivered,2022-09-28 01:56:39.799959992,2022-09-28 01:56:39.799959992,2022-09-28 20:01:29.297859572,2022-09-29 20:01:29.297859572,2022-10-07 07:51:50.302060412
order_001235,cust_00427,delivered,2022-09-28 07:12:05.185037008,2022-09-28 07:12:05.185037008,2022-09-29 01:16:37.399479896,2022-09-30 01:16:37.399479896,2022-10-07 13:07:32.970594120
order_001236,cust_00623,delivered,2022-09-28 12:27:30.570114020,2022-09-28 12:27:30.570114020,2022-09-29 06:31:45.501100224,2022-09-30 06:31:45.501100224,2022-10-07 18:23:15.639127828
order_001237,cust_00725,delivered,2022-09-28 17:42:55.955191036,2022-09-28 17:42:55.955191036,2022-09-29 11:46:53.602720548,2022-09-30 11:46:53.602720548,2022-10-07 23:38:58.307661532
order_001238,cust_00512,processing,2022-09-28 22:58:21.340268052,2022-09-28 22:58:21.340268052,2022-09-29 17:02:01.704340872,2022-09-30 17:02:01.704340872,2022-10-08 04:54:40.976195240
order_001239,cust_00417,delivered,2022-09-29 04:13:46.725345068,2022-09-29 04:13:46.725345068,2022-09-29 22:17:09.805961196,2022-09-30 22:17:09.805961196,2022-10-08 10:10:23.644728948
order_001240,cust_00159,shipped,2022-09-29 09:29:12.110422084,2022-09-29 09:29:12.110422084,2022-09-30 03:32:17.907581520,2022-10-01 03:32:17.907581520,2022-10-08 15:26:06.313262652
order_001241,cust_00155,canceled,2022-09-29 14:44:37.495499100,2022-09-29 14:44:37.495499100,2022-09-30 08:47:26.009201844,2022-10-01 08:47:26.009201844,2022-10-08 20:41:48.981796360
order_001242,cust_00069,processing,2022-09-29 20:00:02.880576116,2022-09-29 20:00:02.880576116,2022-09-30 14:02:34.110822168,2022-10-01 14:02:34.110822168,2022-10-09 01:57:31.650330068
order_001243,cust_00542,processing,2022-09-30 01:15:28.265653128,2022-09-30 01:15:28.265653128,2022-09-30 19:17:42.212442492,2022-10-01 19:17:42.212442492,2022-10-09 07:13:14.318863772
order_001244,cust_00830,delivered,2022-09-30 06:30:53.650730144,2022-09-30 06:30:53.650730144,2022-10-01 00:32:50.314062816,2022-10-02 00:32:50.314062816,2022-10-09 12:28:56.987397480
order_001245,cust_00220,delivered,2022-09-30 11:46:19.035807160,2022-09-30 11:46:19.035807160,2022-10-01 05:47:58.415683140,2022-10-02 05:47:58.415683140,2022-10-09 17:44:39.655931188
order_001246,cust_00347,delivered,2022-09-30 17:01:44.420884176,2022-09-30 17:01:44.420884176,2022-10-01 11:03:06.517303464,2022-10-02 11:03:06.517303464,2022-10-09 23:00:22.324464896
order_001247,cust_00637,delivered,2022-09-30 22:17:09.805961192,2022-09-30 22:17:09.805961192,2022-10-01 16:18:14.618923788,2022-10-02 16:18:14.618923788,2022-10-10 04:16:04.992998600
order_001248,cust_00111,delivered,2022-10-01 03:32:35.191038208,2022-10-01 03:32:35.191038208,2022-10-01 21:33:22.720544112,2022-10-02 21:33:22.720544112,2022-10-10 09:31:47.661532308
order_001249,cust_00875,shipped,2022-10-01 08:48:00.576115224,2022-10-01 08:48:00.576115224,2022-10-02 02:48:30.822164436,2022-10-03 02:48:30.822164436,2022-10-10 14:47:30.330066016
order_001250,cust_00426,processing,2022-10-01 14:03:25.961192236,2022-10-01 14:03:25.961192236,2022-10-02 08:03:38.923784760,2022-10-03 08:03:38.923784760,2022-10-10 20:03:12.998599720
order_001251,cust_00925,delivered,2022-10-01 19:18:51.346269252,2022-10-01 19:18:51.346269252,2022-10-02 13:18:47.025405084,2022-10-03 13:18:47.025405084,2022-10-11 01:18:55.667133428
order_001252,cust_00974,shipped,2022-10-02 00:34:16.731346268,2022-10-02 00:34:16.731346268,2022-10-02 18:33:55.127025408,2022-10-03 18:33:55.127025408,2022-10-11 06:34:38.335667136
order_001253,cust_00858,canceled,2022-10-02 05:49:42.116423284,2022-10-02 05:49:42.116423284,2022-10-02 23:49:03.228645732,2022-10-03 23:49:03.228645732,2022-10-11 11:50:21.004200840
order_001254,cust_00353,processing,2022-10-02 11:05:07.501500300,2022-10-02 11:05:07.501500300,2022-10-03 05:04:11.330266056,2022-10-04 05:04:11.330266056,2022-10-11 17:06:03.672734548
order_001255,cust_00786,delivered,2022-10-02 16:20:32.886577316,2022-10-02 16:20:32.886577316,2022-10-03 10:19:19.431886380,2022-10-04 10:19:19.431886380,2022-10-11 22:21:46.341268256
order_001256,cust_00309,delivered,2022-10-02 21:35:58.271654328,2022-10-02 21:35:58.271654328,2022-10-03 15:34:27.533506704,2022-10-04 15:34:27.533506704,2022-10-12 03:37:29.009801960
order_001257,cust_00225,delivered,2022-10-03 02:51:23.656731344,2022-10-03 02:51:23.656731344,2022-10-03 20:49:35.635127028,2022-10-04 20:49:35.635127028,2022-10-12 08:53:11.678335668
order_001258,cust_00036,shipped,2022-10-03 08:06:49.041808360,2022-10-03 08:06:49.041808360,2022-10-04 02:04:43.736747352,2022-10-05 02:04:43.736747352,2022-10-12 14:08:54.346869376
order_001259,cust_00303,delivered,2022-10-03 13:22:14.426885376,2022-10-03 13:22:14.426885376,2022-10-04 07:19:51.838367676,2022-10-05 07:19:51.838367676,2022-10-12 19:24:37.015403080
order_001260,cust_00388,delivered,2022-10-03 18:37:39.811962392,2022-10-03 18:37:39.811962392,2022-10-04 12:34:59.939988000,2022-10-05 12:34:59.939988000,2022-10-13 00:40:19.683936788
order_001261,cust_00804,delivered,2022-10-03 23:53:05.197039408,2022-10-03 23:53:05.197039408,2022-10-04 17:50:08.041608324,2022-10-05 17:50:08.041608324,2022-10-13 05:56:02.352470496
order_001262,cust_00690,delivered,2022-10-04 05:08:30.582116424,2022-10-04 05:08:30.582116424,2022-10-04 23:05:16.143228648,2022-10-05 23:05:16.143228648,2022-10-13 11:11:45.021004200
order_001263,cust_00192,shipped,2022-10-04 10:23:55.967193436,2022-10-04 10:23:55.967193436,2022-10-05 04:20:24.244848972,2022-10-06 04:20:24.244848972,2022-10-13 16:27:27.689537908
order_001264,cust_00889,delivered,2022-10-04 15:39:21.352270452,2022-10-04 15:39:21.352270452,2022-10-05 09:35:32.346469296,2022-10-06 09:35:32.346469296,2022-10-13 21:43:10.358071616
order_001265,cust_00493,delivered,2022-10-04 20:54:46.737347468,2022-10-04 20:54:46.737347468,2022-10-05 14:50:40.448089620,2022-10-06 14:50:40.448089620,2022-10-14 02:58:53.026605324
order_001266,cust_00996,shipped,2022-10-05 02:10:12.122424484,2022-10-05 02:10:12.122424484,2022-10-05 20:05:48.549709944,2022-10-06 20:05:48.549709944,2022-10-14 08:14:35.695139028
order_001267,cust_00094,delivered,2022-10-05 07:25:37.507501500,2022-10-05 07:25:37.507501500,2022-10-06 01:20:56.651330268,2022-10-07 01:20:56.651330268,2022-10-14 13:30:18.363672736
order_001268,cust_00940,shipped,2022-10-05 12:41:02.892578516,2022-10-05 12:41:02.892578516,2022-10-06 06:36:04.752950592,2022-10-07 06:36:04.752950592,2022-10-14 18:46:01.032206444
order_001269,cust_00294,delivered,2022-10-05 17:56:28.277655532,2022-10-05 17:56:28.277655532,2022-10-06 11:51:12.854570916,2022-10-07 11:51:12.854570916,2022-10-15 00:01:43.700740148
order_001270,cust_00312,delivered,2022-10-05 23:11:53.662732544,2022-10-05 23:11:53.662732544,2022-10-06 17:06:20.956191240,2022-10-07 17:06:20.956191240,2022-10-15 05:17:26.369273856
order_001271,cust_00318,processing,2022-10-06 04:27:19.047809560,2022-10-06 04:27:19.047809560,2022-10-06 22:21:29.057811564,2022-10-07 22:21:29.057811564,2022-10-15 10:33:09.037807564
order_001272,cust_00019,delivered,2022-10-06 09:42:44.432886576,2022-10-06 09:42:44.432886576,2022-10-07 03:36:37.159431888,2022-10-08 03:36:37.159431888,2022-10-15 15:48:51.706341268
order_001273,cust_00697,shipped,2022-10-06 14:58:09.817963592,2022-10-06 14:58:09.817963592,2022-10-07 08:51:45.261052212,2022-10-08 08:51:45.261052212,2022-10-15 21:04:34.374874976
order_001274,cust_00991,delivered,2022-10-06 20:13:35.203040608,2022-10-06 20:13:35.203040608,2022-10-07 14:06:53.362672536,2022-10-08 14:06:53.362672536,2022-10-16 02:20:17.043408684
order_001275,cust_00471,delivered,2022-10-07 01:29:00.588117624,2022-10-07 01:29:00.588117624,2022-10-07 19:22:01.464292860,2022-10-08 19:22:01.464292860,2022-10-16 07:35:59.711942388
order_001276,cust_00921,delivered,2022-10-07 06:44:25.973194636,2022-10-07 06:44:25.973194636,2022-10-08 00:37:09.565913184,2022-10-09 00:37:09.565913184,2022-10-16 12:51:42.380476096
order_001277,cust_00033,delivered,2022-10-07 11:59:51.358271652,2022-10-07 11:59:51.358271652,2022-10-08 05:52:17.667533508,2022-10-09 05:52:17.667533508,2022-10-16 18:07:25.049009804
order_001278,cust_00594,delivered,2022-10-07 17:15:16.743348668,2022-10-07 17:15:16.743348668,2022-10-08 11:07:25.769153832,2022-10-09 11:07:25.769153832,2022-10-16 23:23:07.717543508
order_001279,cust_00361,delivered,2022-10-07 22:30:42.128425684,2022-10-07 22:30:42.128425684,2022-10-08 16:22:33.870774156,2022-10-09 16:22:33.870774156,2022-10-17 04:38:50.386077216
order_001280,cust_00998,delivered,2022-10-08 03:46:07.513502700,2022-10-08 03:46:07.513502700,2022-10-08 21:37:41.972394480,2022-10-09 21:37:41.972394480,2022-10-17 09:54:33.054610924
order_001281,cust_00504,delivered,2022-10-08 09:01:32.898579716,2022-10-08 09:01:32.898579716,2022-10-09 02:52:50.074014804,2022-10-10 02:52:50.074014804,2022-10-17 15:10:15.723144632
order_001282,cust_00560,delivered,2022-10-08 14:16:58.283656732,2022-10-08 14:16:58.283656732,2022-10-09 08:07:58.175635128,2022-10-10 08:07:58.175635128,2022-10-17 20:25:58.391678336
order_001283,cust_00141,delivered,2022-10-08 19:32:23.668733744,2022-10-08 19:32:23.668733744,2022-10-09 13:23:06.277255452,2022-10-10 13:23:06.277255452,2022-10-18 01:41:41.060212044
order_001284,cust_00929,delivered,2022-10-09 00:47:49.053810760,2022-10-09 00:47:49.053810760,2022-10-09 18:38:14.378875776,2022-10-10 18:38:14.378875776,2022-10-18 06:57:23.728745752
order_001285,cust_00266,delivered,2022-10-09 06:03:14.438887776,2022-10-09 06:03:14.438887776,2022-10-09 23:53:22.480496100,2022-10-10 23:53:22.480496100,2022-10-18 12:13:06.397279456
order_001286,cust_00833,shipped,2022-10-09 11:18:39.823964792,2022-10-09 11:18:39.823964792,2022-10-10 05:08:30.582116424,2022-10-11 05:08:30.582116424,2022-10-18 17:28:49.065813164
order_001287,cust_00290,processing,2022-10-09 16:34:05.209041808,2022-10-09 16:34:05.209041808,2022-10-10 10:23:38.683736748,2022-10-11 10:23:38.683736748,2022-10-18 22:44:31.734346872
order_001288,cust_00595,delivered,2022-10-09 21:49:30.594118824,2022-10-09 21:49:30.594118824,2022-10-10 15:38:46.785357072,2022-10-11 15:38:46.785357072,2022-10-19 04:00:14.402880576
order_001289,cust_00246,processing,2022-10-10 03:04:55.979195840,2022-10-10 03:04:55.979195840,2022-10-10 20:53:54.886977396,2022-10-11 20:53:54.886977396,2022-10-19 09:15:57.071414284
order_001290,cust_00774,shipped,2022-10-10 08:20:21.364272852,2022-10-10 08:20:21.364272852,2022-10-11 02:09:02.988597720,2022-10-12 02:09:02.988597720,2022-10-19 14:31:39.739947992
order_001291,cust_00463,processing,2022-10-10 13:35:46.749349868,2022-10-10 13:35:46.749349868,2022-10-11 07:24:11.090218044,2022-10-12 07:24:11.090218044,2022-10-19 19:47:22.408481696
order_001292,cust_00653,processing,2022-10-10 18:51:12.134426884,2022-10-10 18:51:12.134426884,2022-10-11 12:39:19.191838368,2022-10-12 12:39:19.191838368,2022-10-20 01:03:05.077015404
order_001293,cust_00866,delivered,2022-10-11 00:06:37.519503900,2022-10-11 00:06:37.519503900,2022-10-11 17:54:27.293458692,2022-10-12 17:54:27.293458692,2022-10-20 06:18:47.745549112
order_001294,cust_00027,delivered,2022-10-11 05:22:02.904580916,2022-10-11 05:22:02.904580916,2022-10-11 23:09:35.395079016,2022-10-12 23:09:35.395079016,2022-10-20 11:34:30.414082816
order_001295,cust_00345,delivered,2022-10-11 10:37:28.289657932,2022-10-11 10:37:28.289657932,2022-10-12 04:24:43.496699340,2022-10-13 04:24:43.496699340,2022-10-20 16:50:13.082616524
order_001296,cust_00600,delivered,2022-10-11 15:52:53.674734948,2022-10-11 15:52:53.674734948,2022-10-12 09:39:51.598319664,2022-10-13 09:39:51.598319664,2022-10-20 22:05:55.751150232
order_001297,cust_00830,processing,2022-10-11 21:08:19.059811960,2022-10-11 21:08:19.059811960,2022-10-12 14:54:59.699939992,2022-10-13 14:54:59.699939992,2022-10-21 03:21:38.419683936
order_001298,cust_00071,processing,2022-10-12 02:23:44.444888976,2022-10-12 02:23:44.444888976,2022-10-12 20:10:07.801560316,2022-10-13 20:10:07.801560316,2022-10-21 08:37:21.088217644
order_001299,cust_00871,delivered,2022-10-12 07:39:09.829965992,2022-10-12 07:39:09.829965992,2022-10-13 01:25:15.903180640,2022-10-14 01:25:15.903180640,2022-10-21 13:53:03.756751352
order_001300,cust_00298,processing,2022-10-12 12:54:35.215043008,2022-10-12 12:54:35.215043008,2022-10-13 06:40:24.004800964,2022-10-14 06:40:24.004800964,2022-10-21 19:08:46.425285060
order_001301,cust_00850,delivered,2022-10-12 18:10:00.600120024,2022-10-12 18:10:00.600120024,2022-10-13 11:55:32.106421288,2022-10-14 11:55:32.106421288,2022-10-22 00:24:29.093818764
